#   delphi     C(delphi)    Nphi
 5.0000 -0.002427876       123171
15.0000 -0.001005014       123415
25.0000 -0.000098773       123343
35.0000  0.000666144       123914
45.0000  0.000699471       123078
55.0000 -0.000988113       123357
65.0000 -0.000100408       123455
75.0000  0.000584534       122521
85.0000  0.000524400       123258
95.0000  0.000186573       123340
105.0000 -0.000297995       123625
115.0000 -0.000312193       123445
125.0000  0.000187015       123777
135.0000 -0.000466440       123102
145.0000  0.000875015       122965
155.0000  0.000611222       123666
165.0000  0.000136592       123030
175.0000  0.000556540       123661
