#   delphi     C(delphi)    Nphi
 5.0000  0.001185905       123803
15.0000 -0.002069438       123081
25.0000  0.000421052       123135
35.0000 -0.000618380       123184
45.0000 -0.000044831       122617
55.0000 -0.001036066       123237
65.0000  0.000707497       123646
75.0000  0.000552476       122844
85.0000  0.000340111       123698
95.0000 -0.001039569       123070
105.0000  0.000116187       122859
115.0000 -0.000507417       123478
125.0000  0.000077919       123671
135.0000 -0.000010650       123726
145.0000  0.000247921       122878
155.0000  0.000494594       123019
165.0000  0.000010135       123321
175.0000  0.000108924       123263
