#   delphi     C(delphi)    Nphi
 5.0000 -0.000890858       123361
15.0000 -0.000560303       123534
25.0000  0.000055459       123965
35.0000  0.002607416       122923
45.0000  0.000966560       122986
55.0000 -0.000593817       123354
65.0000 -0.000632800       123171
75.0000 -0.000408578       123530
85.0000  0.000119769       123305
95.0000  0.000339710       123237
105.0000 -0.000195634       123023
115.0000  0.000273280       123521
125.0000  0.000324352       123263
135.0000 -0.000355764       123546
145.0000  0.000276411       123417
155.0000  0.000176411       123360
165.0000 -0.000228674       123003
175.0000  0.000476639       123257
