#   dely     C(y)    Ny
 0.0500 -0.000123751       300534
 0.1500 -0.000598779       288805
 0.2500 -0.000153105       271955
 0.3500  0.000898160       248355
 0.4500 -0.000343269       222716
 0.5500  0.000797019       196950
 0.6500  0.000847403       170536
 0.7500  0.000268481       144979
 0.8500  0.000082536       118365
 0.9500 -0.000077403        92896
 1.0500 -0.000310658        68452
 1.1500 -0.000467173        46535
 1.2500  0.000193114        27982
 1.3500 -0.000034230        14152
 1.4500  0.002092770         5295
 1.5500  0.002720191         1164
 1.6500  0.003839077           85
 1.7500         -nan            0
 1.8500         -nan            0
 1.9500         -nan            0
