#   dely     C(y)    Ny
 0.0500 -0.000097646       299904
 0.1500 -0.000150429       289572
 0.2500  0.001167008       271385
 0.3500 -0.000068385       248741
 0.4500 -0.000057715       223294
 0.5500  0.000371218       196805
 0.6500 -0.000829631       170836
 0.7500  0.000012082       144817
 0.8500 -0.000328927       118391
 0.9500 -0.000170196        92754
 1.0500  0.000504416        68993
 1.1500  0.000331109        46286
 1.2500  0.001272700        27933
 1.3500 -0.001045236        14072
 1.4500  0.001711843         5233
 1.5500 -0.001396917         1197
 1.6500 -0.004357050           90
 1.7500  0.000000000            1
 1.8500         -nan            0
 1.9500         -nan            0
