#   dely     C(y)    Ny
 0.0500  0.000283532       300660
 0.1500 -0.000410943       288797
 0.2500 -0.000096075       271847
 0.3500  0.000672707       247694
 0.4500  0.000126604       223064
 0.5500 -0.000467333       196702
 0.6500 -0.000739210       171088
 0.7500  0.000521584       144536
 0.8500 -0.000018975       118480
 0.9500 -0.000023229        93100
 1.0500 -0.000030778        68540
 1.1500 -0.000506697        46678
 1.2500  0.000282187        27513
 1.3500 -0.002263682        13826
 1.4500 -0.000773605         5324
 1.5500  0.001210769         1207
 1.6500 -0.004681260           82
 1.7500         -nan            0
 1.8500         -nan            0
 1.9500         -nan            0
