   5.00  -0.00081609 2958413.00000000   0.00025723
  15.00  -0.00030254 2960350.00000000   0.00023534
  25.00   0.00031287 2960568.00000000   0.00017498
  35.00   0.00023581 2960327.00000000   0.00022941
  45.00   0.00024039 2962032.00000000   0.00012441
  55.00  -0.00017756 2959981.00000000   0.00014459
  65.00  -0.00008037 2960712.00000000   0.00010943
  75.00  -0.00008915 2958522.00000000   0.00008141
  85.00   0.00010633 2960273.00000000   0.00008370
  95.00   0.00009611 2962481.00000000   0.00007161
 105.00  -0.00006325 2960835.00000000   0.00006672
 115.00   0.00000640 2959689.00000000   0.00006934
 125.00  -0.00008295 2960253.00000000   0.00006042
 135.00   0.00004969 2959864.00000000   0.00007479
 145.00   0.00013775 2962227.00000000   0.00006544
 155.00  -0.00001542 2959131.00000000   0.00007486
 165.00  -0.00000226 2962498.00000000   0.00005410
 175.00   0.00002812 2962251.00000000   0.00006865
