#   dely     C(y)    Ny
 0.0500 -0.000532787       299956
 0.1500 -0.000327525       289917
 0.2500 -0.000697440       271843
 0.3500  0.000489683       248620
 0.4500 -0.000307404       222422
 0.5500  0.000108162       196580
 0.6500 -0.000086804       170378
 0.7500 -0.000158943       144936
 0.8500  0.000135150       118382
 0.9500  0.000659355        93084
 1.0500  0.000021862        68811
 1.1500 -0.000053195        46627
 1.2500 -0.000282018        27729
 1.3500 -0.001457692        13823
 1.4500 -0.001336207         5298
 1.5500  0.005434381         1245
 1.6500  0.006477039           89
 1.7500         -nan            0
 1.8500         -nan            0
 1.9500         -nan            0
