#   dely     C(y)    Ny
 0.0500  0.000067891       299653
 0.1500 -0.001120475       289075
 0.2500 -0.000074967       271565
 0.3500 -0.000651800       247852
 0.4500  0.000420654       222547
 0.5500 -0.000548124       197046
 0.6500 -0.000303049       170981
 0.7500  0.000351979       143985
 0.8500  0.000234721       118414
 0.9500 -0.000019303        93601
 1.0500 -0.000443560        68702
 1.1500 -0.001152110        46480
 1.2500  0.001537419        27715
 1.3500 -0.001122363        14009
 1.4500 -0.000263005         5298
 1.5500 -0.000202786         1182
 1.6500 -0.003989231           87
 1.7500  0.000000000            1
 1.8500         -nan            0
 1.9500         -nan            0
