#   delphi     C(delphi)    Nphi
 5.0000 -0.002009648       123858
15.0000  0.000632690       123021
25.0000  0.001285600       122651
35.0000  0.000143689       122948
45.0000  0.000706044       123831
55.0000  0.000044100       122850
65.0000  0.000148771       123135
75.0000 -0.000673673       123555
85.0000 -0.000289442       123545
95.0000  0.000330268       123933
105.0000 -0.000157051       123510
115.0000 -0.000088923       122739
125.0000  0.000459057       123299
135.0000 -0.000176110       123339
145.0000  0.000136651       123465
155.0000  0.000279768       123194
165.0000 -0.000296958       123537
175.0000 -0.000388380       123793
