#   delphi     C(delphi)    Nphi
 5.0000 -0.003016323       123292
15.0000  0.000642468       122996
25.0000 -0.001185065       122444
35.0000 -0.001328272       123846
45.0000  0.000583431       123121
55.0000  0.000248730       123558
65.0000 -0.000078492       123389
75.0000  0.000022791       123039
85.0000 -0.000009456       123242
95.0000  0.000024080       123333
105.0000  0.000293596       123761
115.0000  0.000006615       123140
125.0000 -0.000214032       123187
135.0000  0.000127818       123131
145.0000 -0.000324331       123291
155.0000 -0.000248615       123081
165.0000 -0.000128461       123279
175.0000  0.000249976       123063
