#   dely     C(y)    Ny
 0.0500 -0.000621860       299580
 0.1500 -0.000912366       289434
 0.2500  0.000099228       270718
 0.3500  0.000388430       248638
 0.4500 -0.000395995       223117
 0.5500 -0.000035840       197265
 0.6500 -0.000315637       170951
 0.7500  0.000312104       144662
 0.8500  0.000272164       118438
 0.9500 -0.000354368        93221
 1.0500  0.000066123        68767
 1.1500 -0.000568093        46639
 1.2500 -0.000370174        27840
 1.3500  0.001540254        14259
 1.4500 -0.000381649         5323
 1.5500  0.004232041         1226
 1.6500 -0.000495024          104
 1.7500         -nan            0
 1.8500         -nan            0
 1.9500         -nan            0
