   0.05  -0.00021453 7207293.00000000   0.00008548
   0.15  -0.00021014 6951531.00000000   0.00010090
   0.25  -0.00003251 6509743.00000000   0.00010888
   0.35   0.00016591 5961973.00000000   0.00011328
   0.45   0.00015116 5348553.00000000   0.00009689
   0.55   0.00000665 4729332.00000000   0.00009751
   0.65  -0.00002169 4101772.00000000   0.00010205
   0.75   0.00004093 3472922.00000000   0.00007683
   0.85   0.00008254 2849189.00000000   0.00007385
   0.95  -0.00004624 2235583.00000000   0.00008502
   1.05   0.00004895 1647362.00000000   0.00008338
   1.15  -0.00005784 1115523.00000000   0.00011288
   1.25   0.00000964 666233.00000000   0.00012943
   1.35  -0.00026187 335311.00000000   0.00020131
   1.45   0.00018771 126892.00000000   0.00020477
   1.55   0.00057683 29008.00000000   0.00058830
   1.65   0.00003826 2176.00000000   0.00193430
   1.75  -0.00100622  11.00000000   0.00010707
   1.85   0.00000000   0.00000000   0.00000000
   1.95   0.00000000   0.00000000   0.00000000
