#   dely     C(y)    Ny
 0.0500 -0.000068564       300356
 0.1500 -0.001177646       290227
 0.2500 -0.000019701       271618
 0.3500  0.000228713       248261
 0.4500  0.000431637       222171
 0.5500 -0.000168897       198163
 0.6500 -0.000409424       170776
 0.7500  0.000207635       144584
 0.8500 -0.000018421       118829
 0.9500  0.000882274        92755
 1.0500 -0.000414841        68514
 1.1500 -0.000146647        46370
 1.2500 -0.000276336        27524
 1.3500 -0.000456512        13992
 1.4500 -0.000798892         5352
 1.5500  0.000377862         1207
 1.6500 -0.038174155           85
 1.7500  0.000000000            1
 1.8500         -nan            0
 1.9500         -nan            0
