#   delphi     C(delphi)    Nphi
 5.0000  0.000105835       123201
15.0000 -0.000695111       123105
25.0000  0.001515557       123476
35.0000  0.000906046       123545
45.0000 -0.000154878       123708
55.0000  0.000053762       123745
65.0000  0.000838582       123000
75.0000  0.000520116       123445
85.0000 -0.000415584       123430
95.0000 -0.000178333       124089
105.0000  0.000096583       123116
115.0000 -0.000202382       122874
125.0000  0.000051048       123554
135.0000  0.000185307       123812
145.0000  0.000125707       123546
155.0000 -0.000383910       122386
165.0000  0.000500945       123449
175.0000 -0.000360614       124696
