#   delphi     C(delphi)    Nphi
 5.0000 -0.000435832       123601
15.0000  0.001482463       123636
25.0000  0.000508425       123710
35.0000 -0.000605572       122354
45.0000  0.001628881       123144
55.0000 -0.000384083       123735
65.0000 -0.000106347       122708
75.0000 -0.000587446       123301
85.0000 -0.000461277       123735
95.0000  0.000532319       122810
105.0000 -0.000494840       122913
115.0000  0.000466540       122876
125.0000  0.000371699       123185
135.0000  0.000688577       123761
145.0000  0.000637732       123346
155.0000  0.000414412       123853
165.0000 -0.000190592       123921
175.0000 -0.000109495       123427
