#   dely     C(y)    Ny
 0.0500  0.000273689      2842994
 0.1500 -0.000069462      2748686
 0.2500 -0.000016185      2589546
 0.3500  0.000199932      2388834
 0.4500 -0.000003456      2161745
 0.5500  0.000202874      1928789
 0.6500 -0.000245292      1692233
 0.7500 -0.000035314      1453675
 0.8500 -0.000112296      1218326
 0.9500 -0.000153643       984642
 1.0500 -0.000134747       759019
 1.1500  0.000242845       548312
 1.2500 -0.000127791       360020
 1.3500 -0.000137010       209673
 1.4500 -0.000149924       100269
 1.5500  0.000088711        33122
 1.6500  0.003017974         5084
 1.7500  0.000504656           83
 1.8500         -nan            0
 1.9500         -nan            0
