#   dely     C(y)    Ny
 0.0500  0.000333749      2841917
 0.1500  0.000092234      2753098
 0.2500 -0.000069805      2588504
 0.3500  0.000109661      2388022
 0.4500 -0.000135196      2164990
 0.5500 -0.000058097      1931468
 0.6500 -0.000194220      1691170
 0.7500 -0.000170769      1452439
 0.8500 -0.000099980      1218086
 0.9500 -0.000313830       983693
 1.0500 -0.000254230       758939
 1.1500 -0.000039550       548775
 1.2500  0.000457544       361879
 1.3500 -0.000441481       209648
 1.4500 -0.000054270        99839
 1.5500  0.000516627        33375
 1.6500 -0.001578465         5074
 1.7500 -0.005534631           85
 1.8500         -nan            0
 1.9500         -nan            0
