#   delphi     C(delphi)    Nphi
 5.0000  0.001019063      1225110
15.0000  0.000158188      1225767
25.0000  0.000264429      1225111
35.0000 -0.000228821      1224404
45.0000  0.000076878      1223093
55.0000  0.000110439      1223802
65.0000  0.000098088      1222532
75.0000  0.000038129      1222861
85.0000 -0.000269469      1223032
95.0000 -0.000173013      1224172
105.0000  0.000019959      1223938
115.0000  0.000131592      1222166
125.0000  0.000270001      1223367
135.0000  0.000129768      1224228
145.0000 -0.000032158      1223725
155.0000  0.000008076      1222610
165.0000 -0.000418368      1223528
175.0000  0.000099934      1223865
