   0.05   0.00034553 68228145.00000000   0.00003436
   0.15   0.00005616 66008770.00000000   0.00002635
   0.25   0.00002163 62178610.00000000   0.00003306
   0.35  -0.00000413 57322777.00000000   0.00003492
   0.45  -0.00002796 51918101.00000000   0.00003328
   0.55   0.00003094 46297510.00000000   0.00002638
   0.65  -0.00010050 40592314.00000000   0.00003313
   0.75  -0.00002028 34895174.00000000   0.00003830
   0.85   0.00002703 29222787.00000000   0.00003216
   0.95  -0.00006088 23624711.00000000   0.00005276
   1.05  -0.00010691 18232255.00000000   0.00004090
   1.15   0.00006097 13156048.00000000   0.00004466
   1.25  -0.00008940 8670320.00000000   0.00006475
   1.35  -0.00001924 5029990.00000000   0.00006995
   1.45   0.00010509 2395692.00000000   0.00010856
   1.55   0.00007615 795659.00000000   0.00014147
   1.65   0.00036425 121905.00000000   0.00040610
   1.75   0.00123437 2111.00000000   0.00139358
   1.85   0.00000000   0.00000000   0.00000000
   1.95   0.00000000   0.00000000   0.00000000
