#   dely     C(y)    Ny
 0.0500  0.000225201      2843100
 0.1500  0.000173542      2750228
 0.2500  0.000179500      2589217
 0.3500 -0.000101995      2387111
 0.4500 -0.000163456      2161366
 0.5500 -0.000198948      1929958
 0.6500 -0.000196238      1689768
 0.7500 -0.000238093      1454607
 0.8500  0.000120451      1219342
 0.9500 -0.000267771       983426
 1.0500 -0.000009272       760208
 1.1500 -0.000016317       548656
 1.2500 -0.000479511       361463
 1.3500  0.000429024       209770
 1.4500  0.000208598        99996
 1.5500  0.000293383        33087
 1.6500  0.001231632         5082
 1.7500 -0.002069308           74
 1.8500         -nan            0
 1.9500         -nan            0
