#   dely     C(y)    Ny
 0.0500  0.000394716      2845458
 0.1500  0.000036911      2752029
 0.2500  0.000158253      2590650
 0.3500 -0.000036587      2387135
 0.4500  0.000178495      2164899
 0.5500 -0.000075614      1929267
 0.6500  0.000108096      1691534
 0.7500  0.000250490      1454596
 0.8500  0.000151592      1215710
 0.9500  0.000239227       983917
 1.0500 -0.000361847       759264
 1.1500  0.000024347       547736
 1.2500 -0.000556441       360700
 1.3500  0.000120926       209446
 1.4500 -0.000303950        99322
 1.5500 -0.000662772        33221
 1.6500  0.000394572         5107
 1.7500  0.002395985           83
 1.8500         -nan            0
 1.9500         -nan            0
