#   dely     C(y)    Ny
 0.0500  0.000212274      2843866
 0.1500 -0.000053856      2751732
 0.2500  0.000226321      2593276
 0.3500  0.000319310      2389597
 0.4500  0.000079759      2161729
 0.5500  0.000135720      1927311
 0.6500 -0.000151414      1693783
 0.7500  0.000022190      1454473
 0.8500  0.000021008      1218082
 0.9500  0.000211004       982915
 1.0500 -0.000417712       760025
 1.1500  0.000041622       546805
 1.2500 -0.000131106       360835
 1.3500 -0.000028519       210254
 1.4500  0.000238242        99880
 1.5500 -0.000629873        33294
 1.6500 -0.002990558         5070
 1.7500 -0.002566101           99
 1.8500         -nan            0
 1.9500         -nan            0
