#   dely     C(y)    Ny
 0.0500  0.000037150      2843653
 0.1500  0.000175546      2748052
 0.2500  0.000066054      2591363
 0.3500 -0.000052702      2386545
 0.4500 -0.000234617      2162803
 0.5500 -0.000128767      1929168
 0.6500 -0.000028801      1691432
 0.7500 -0.000490941      1451981
 0.8500  0.000051704      1217664
 0.9500 -0.000403491       983240
 1.0500  0.000032298       758624
 1.1500 -0.000359351       548445
 1.2500 -0.000445760       362042
 1.3500  0.000059888       209487
 1.4500 -0.000124125        99597
 1.5500  0.000126043        33244
 1.6500 -0.001618118         5127
 1.7500  0.007019596           96
 1.8500         -nan            0
 1.9500         -nan            0
