#   dely     C(y)    Ny
 0.0500  0.000366780      2844716
 0.1500  0.000293988      2750346
 0.2500  0.000042669      2588434
 0.3500  0.000019843      2386230
 0.4500 -0.000103532      2163519
 0.5500  0.000169604      1926085
 0.6500  0.000104637      1689974
 0.7500  0.000080625      1455050
 0.8500  0.000047554      1216825
 0.9500 -0.000459260       985819
 1.0500  0.000250340       759906
 1.1500  0.000373007       546853
 1.2500 -0.000369997       361736
 1.3500 -0.000806522       209020
 1.4500  0.001186461       100417
 1.5500  0.000835874        33027
 1.6500 -0.001725931         5036
 1.7500  0.015463044           87
 1.8500         -nan            0
 1.9500         -nan            0
