#   delphi     C(delphi)    Nphi
 5.0000  0.000685812      1224552
15.0000  0.000176723      1226516
25.0000  0.000194028      1225668
35.0000  0.000067921      1224697
45.0000  0.000098051      1223963
55.0000  0.000348103      1225760
65.0000  0.000421341      1224136
75.0000  0.000159600      1225254
85.0000 -0.000064372      1223584
95.0000 -0.000471989      1225576
105.0000 -0.000303611      1222484
115.0000 -0.000353224      1223554
125.0000  0.000122634      1224828
135.0000  0.000320066      1224179
145.0000 -0.000248337      1224655
155.0000 -0.000169063      1223706
165.0000 -0.000180454      1224286
175.0000 -0.000132482      1225837
