#   delphi     C(delphi)    Nphi
 5.0000  0.000847398      1224249
15.0000  0.000252944      1223097
25.0000  0.000002511      1224422
35.0000  0.000009493      1224035
45.0000 -0.000254059      1222221
55.0000 -0.000272838      1225274
65.0000 -0.000008352      1225209
75.0000 -0.000002425      1223983
85.0000 -0.000343997      1225131
95.0000 -0.000250226      1224297
105.0000 -0.000009187      1224084
115.0000 -0.000034380      1224283
125.0000 -0.000040537      1223689
135.0000 -0.000121716      1225019
145.0000 -0.000108861      1223377
155.0000 -0.000047224      1223398
165.0000 -0.000052460      1224410
175.0000 -0.000204022      1224417
