#   delphi     C(delphi)    Nphi
 5.0000  0.000594523      1223402
15.0000  0.000247556      1224581
25.0000  0.000245222      1225389
35.0000 -0.000071175      1225280
45.0000 -0.000010972      1221844
55.0000  0.000031646      1226075
65.0000 -0.000061188      1222819
75.0000 -0.000104850      1223777
85.0000 -0.000045185      1221693
95.0000  0.000212816      1222103
105.0000 -0.000006146      1224166
115.0000  0.000180941      1223559
125.0000  0.000244928      1222674
135.0000 -0.000104775      1224053
145.0000 -0.000017608      1223912
155.0000 -0.000075876      1223329
165.0000  0.000210165      1223700
175.0000 -0.000310501      1222785
