#   dely     C(y)    Ny
 0.0500  0.000521850      2842917
 0.1500  0.000001193      2752911
 0.2500  0.000078608      2590122
 0.3500  0.000128419      2390237
 0.4500 -0.000084399      2162739
 0.5500 -0.000172473      1927693
 0.6500  0.000131962      1690394
 0.7500 -0.000218227      1453203
 0.8500 -0.000130531      1219786
 0.9500  0.000245718       985051
 1.0500  0.000199161       760117
 1.1500  0.000306063       546587
 1.2500 -0.000743669       358795
 1.3500  0.000312425       208897
 1.4500 -0.000355156        99609
 1.5500  0.000405232        32911
 1.6500  0.001013000         5047
 1.7500  0.007140337           82
 1.8500         -nan            0
 1.9500         -nan            0
