#   delphi     C(delphi)    Nphi
 5.0000  0.001250364      1223862
15.0000 -0.000118964      1223723
25.0000 -0.000161588      1221243
35.0000  0.000332161      1224769
45.0000 -0.000589854      1225413
55.0000 -0.000373871      1223014
65.0000  0.000057590      1224440
75.0000  0.000264516      1223496
85.0000  0.000070937      1222905
95.0000  0.000085283      1224724
105.0000  0.000061412      1225827
115.0000 -0.000251314      1222825
125.0000  0.000047566      1222831
135.0000 -0.000071325      1224176
145.0000  0.000155945      1225716
155.0000 -0.000087206      1224346
165.0000 -0.000256386      1224769
175.0000 -0.000099596      1226112
