#   delphi     C(delphi)    Nphi
 5.0000  0.000445696      1223973
15.0000 -0.000221561      1223408
25.0000  0.000231618      1224248
35.0000 -0.000094513      1223077
45.0000  0.000334398      1224742
55.0000 -0.000288502      1221932
65.0000  0.000211376      1222561
75.0000  0.000592852      1224463
85.0000 -0.000161454      1224517
95.0000 -0.000036484      1222879
105.0000 -0.000058620      1223107
115.0000 -0.000012975      1224444
125.0000 -0.000208312      1224942
135.0000 -0.000188052      1222621
145.0000 -0.000004166      1223993
155.0000 -0.000000480      1224243
165.0000  0.000223718      1223886
175.0000  0.000217261      1222440
