#   dely     C(y)    Ny
 0.0500  0.000224402      2841643
 0.1500 -0.000062107      2749650
 0.2500  0.000157282      2591849
 0.3500 -0.000019192      2387395
 0.4500  0.000233863      2160735
 0.5500  0.000075214      1927959
 0.6500 -0.000176217      1691015
 0.7500  0.000177708      1453442
 0.8500 -0.000023756      1217907
 0.9500  0.000053953       986128
 1.0500 -0.000208809       761169
 1.1500 -0.000026792       548574
 1.2500 -0.000147673       361653
 1.3500 -0.000231515       209489
 1.4500  0.000369581        99821
 1.5500  0.000035323        33079
 1.6500  0.001075544         5228
 1.7500  0.001059702          103
 1.8500         -nan            0
 1.9500         -nan            0
