   1.25   0.24143202  6048.00000000    0.01189087    0.28345519  5930.00000000    0.01457834    0.29480977  5934.00000000    0.01652516    1.99029110 118.00000000   0.66767935
   3.75   0.19427061  5805.00000000    0.01100802    0.19913414  5832.00000000    0.01089117    0.20520645  5736.00000000    0.00608401    0.82813872 837.00000000   0.07213951
   6.25   0.15313482  5755.00000000    0.00774600    0.14608793  5776.00000000    0.00681668    0.13427764  5880.00000000    0.00400200    0.38901816 2261.00000000   0.01985135
   8.75   0.11951735  5730.00000000    0.00721039    0.11005586  5751.00000000    0.00357709    0.10919173  6031.00000000    0.00444180    0.21437681 4393.00000000   0.01059714
  11.25   0.10796294  5714.00000000    0.00537209    0.08525648  5854.00000000    0.00431401    0.09081808  5662.00000000    0.00679855    0.13602481 7158.00000000   0.00418310
  13.75   0.08072903  5885.00000000    0.00415052    0.07386460  5794.00000000    0.00327950    0.06274544  5694.00000000    0.00518559    0.09601581 10581.00000000   0.00365329
  16.25   0.07342926  5664.00000000    0.00520104    0.04590538  5809.00000000    0.00348021    0.05796562  5768.00000000    0.00355102    0.07589493 14703.00000000   0.00233278
  18.75   0.05817440  5574.00000000    0.00516302    0.03308782  5855.00000000    0.00405253    0.03865091  5756.00000000    0.00406714    0.05609730 19356.00000000   0.00213243
  21.25   0.05088490  5579.00000000    0.00526079    0.03060758  5930.00000000    0.00503375    0.02951796  5683.00000000    0.00384996    0.03822124 25037.00000000   0.00229984
  23.75   0.04879770  5636.00000000    0.00403347    0.02488084  5816.00000000    0.00400010    0.01840229  5624.00000000    0.00411009    0.03081650 31119.00000000   0.00178800
  26.25   0.04184306  5527.00000000    0.00358527    0.02078884  5816.00000000    0.00285079    0.02276002  5551.00000000    0.00428511    0.02766678 37464.00000000   0.00158390
  28.75   0.03194019  5516.00000000    0.00356968    0.02191444  5763.00000000    0.00446942    0.01106424  5454.00000000    0.00474056    0.01926059 44754.00000000   0.00161607
  31.25   0.03315513  5410.00000000    0.00505003    0.01466605  5850.00000000    0.00371050    0.00756226  5379.00000000    0.00500485    0.01532057 52283.00000000   0.00168327
  33.75   0.02259273  5351.00000000    0.00488651    0.00819715  5809.00000000    0.00370359    0.01048475  5434.00000000    0.00523079    0.01431255 60220.00000000   0.00079905
  36.25   0.02636105  5202.00000000    0.00512468    0.00342756  5927.00000000    0.00370118    0.01078217  5481.00000000    0.00378424    0.01184966 69801.00000000   0.00107522
  38.75   0.02196209  5283.00000000    0.00403051    0.01092743  5921.00000000    0.00375284   -0.00042299  5375.00000000    0.00448927    0.01058096 78783.00000000   0.00117702
