#   delphi     C(delphi)    Nphi
 5.0000  0.000729194      1223374
15.0000  0.000246241      1221912
25.0000 -0.000050461      1221643
35.0000  0.000173328      1225529
45.0000 -0.000032090      1224828
55.0000 -0.000077618      1223210
65.0000 -0.000145874      1224793
75.0000 -0.000340075      1223698
85.0000  0.000170222      1225429
95.0000 -0.000091080      1224434
105.0000 -0.000149112      1223731
115.0000 -0.000202642      1224605
125.0000 -0.000177555      1224220
135.0000  0.000065273      1223548
145.0000 -0.000269234      1222321
155.0000 -0.000212713      1224917
165.0000  0.000176205      1222717
175.0000 -0.000020361      1221550
