#   delphi     C(delphi)    Nphi
 5.0000  0.000884309      1224825
15.0000  0.000183836      1222462
25.0000 -0.000186673      1224396
35.0000 -0.000067873      1222800
45.0000 -0.000126515      1223708
55.0000  0.000182848      1224285
65.0000 -0.000205270      1221830
75.0000 -0.000055239      1224056
85.0000  0.000086044      1223268
95.0000  0.000130289      1224904
105.0000  0.000162856      1225623
115.0000  0.000065445      1224560
125.0000  0.000036319      1223216
135.0000  0.000075406      1222728
145.0000 -0.000069381      1222631
155.0000 -0.000298569      1221330
165.0000  0.000055554      1224344
175.0000  0.000151081      1225873
