#   dely     C(y)    Ny
 0.0500  0.000198409      2844428
 0.1500  0.000085171      2750960
 0.2500  0.000055790      2589950
 0.3500  0.000194640      2387113
 0.4500 -0.000248183      2163665
 0.5500  0.000104390      1932072
 0.6500 -0.000477648      1691663
 0.7500 -0.000059818      1454391
 0.8500  0.000427036      1216316
 0.9500 -0.000380303       983545
 1.0500  0.000211181       759692
 1.1500 -0.000243272       549246
 1.2500  0.000083213       361718
 1.3500  0.000307798       210030
 1.4500  0.000239647       100003
 1.5500  0.000011170        33193
 1.6500  0.002333914         5087
 1.7500 -0.009812421           98
 1.8500         -nan            0
 1.9500         -nan            0
