#   dely     C(y)    Ny
 0.0500  0.000453659      2840419
 0.1500  0.000309535      2751534
 0.2500  0.000216080      2594750
 0.3500  0.000252451      2389229
 0.4500  0.000203802      2164128
 0.5500  0.000215893      1932014
 0.6500 -0.000248750      1691850
 0.7500 -0.000096127      1453943
 0.8500 -0.000295041      1216022
 0.9500  0.000484653       983525
 1.0500  0.000093327       759091
 1.1500  0.000207772       548041
 1.2500 -0.000192988       360639
 1.3500  0.000267470       209604
 1.4500  0.001213704        99299
 1.5500 -0.000896161        33099
 1.6500  0.001018641         5100
 1.7500  0.012936522           92
 1.8500         -nan            0
 1.9500         -nan            0
