#   delphi     C(delphi)    Nphi
 5.0000  0.000898796      1222554
15.0000  0.000199383      1224461
25.0000  0.000261785      1222731
35.0000  0.000028760      1223783
45.0000  0.000021982      1224420
55.0000 -0.000338931      1224597
65.0000  0.000270702      1226709
75.0000  0.000263922      1222666
85.0000  0.000115970      1223671
95.0000  0.000256077      1222906
105.0000  0.000094784      1224051
115.0000 -0.000162210      1225339
125.0000 -0.000312526      1223531
135.0000  0.000130630      1222283
145.0000  0.000122827      1223834
155.0000  0.000197707      1224934
165.0000 -0.000043376      1223144
175.0000 -0.000151826      1224460
