#   dely     C(y)    Ny
 0.0500  0.000283303      2841480
 0.1500  0.000029604      2752775
 0.2500 -0.000024482      2591039
 0.3500  0.000150584      2388935
 0.4500 -0.000163795      2164178
 0.5500 -0.000003662      1928623
 0.6500 -0.000192644      1692594
 0.7500 -0.000082365      1454108
 0.8500 -0.000106125      1218564
 0.9500 -0.000162622       985683
 1.0500 -0.000139473       760917
 1.1500 -0.000193886       548775
 1.2500 -0.000098571       361338
 1.3500 -0.000260472       210367
 1.4500  0.000001288        99733
 1.5500 -0.000305802        33167
 1.6500 -0.001114728         5151
 1.7500 -0.001097140           91
 1.8500         -nan            0
 1.9500         -nan            0
