#   delphi     C(delphi)    Nphi
 5.0000  0.000966194      1223829
15.0000 -0.000303392      1224954
25.0000 -0.000114239      1223791
35.0000 -0.000276814      1224312
45.0000  0.000187667      1225932
55.0000 -0.000143001      1223918
65.0000 -0.000232179      1224663
75.0000 -0.000160440      1224280
85.0000  0.000176774      1223278
95.0000  0.000163672      1224126
105.0000  0.000060505      1224187
115.0000 -0.000284324      1223239
125.0000  0.000046126      1223447
135.0000  0.000004978      1224661
145.0000 -0.000246441      1226035
155.0000  0.000024497      1223490
165.0000  0.000038899      1225131
175.0000 -0.000098235      1224245
