#   dely     C(y)    Ny
 0.0500  0.000675504      2842615
 0.1500  0.000051658      2748653
 0.2500 -0.000137195      2592063
 0.3500 -0.000328512      2387331
 0.4500  0.000018917      2164184
 0.5500 -0.000004284      1929551
 0.6500 -0.000065249      1690311
 0.7500  0.000293626      1453581
 0.8500 -0.000024969      1217445
 0.9500 -0.000164912       984888
 1.0500 -0.000262299       758997
 1.1500 -0.000171315       547615
 1.2500  0.000162791       361295
 1.3500  0.000167401       209510
 1.4500  0.000483215        99252
 1.5500 -0.000583197        33253
 1.6500  0.000982794         5092
 1.7500  0.003978437           88
 1.8500         -nan            0
 1.9500         -nan            0
