#   delphi     C(delphi)    Nphi
 5.0000  0.000586246      1223709
15.0000  0.000079522      1225572
25.0000 -0.000163838      1223096
35.0000  0.000439694      1223648
45.0000  0.000183172      1223730
55.0000  0.000087279      1222062
65.0000  0.000179836      1221670
75.0000 -0.000012221      1222949
85.0000 -0.000202963      1223815
95.0000  0.000120479      1224486
105.0000 -0.000295618      1222488
115.0000 -0.000125150      1223197
125.0000 -0.000154225      1221771
135.0000 -0.000319890      1222734
145.0000  0.000006112      1225339
155.0000 -0.000190941      1224739
165.0000 -0.000148095      1224534
175.0000 -0.000358897      1223475
