   5.00   0.00085882 29372462.00000000   0.00005152
  15.00   0.00011027 29373368.00000000   0.00004138
  25.00   0.00006092 29368139.00000000   0.00004646
  35.00   0.00004837 29378126.00000000   0.00004604
  45.00  -0.00002131 29371872.00000000   0.00005409
  55.00  -0.00004543 29374966.00000000   0.00004957
  65.00   0.00000775 29369680.00000000   0.00004648
  75.00  -0.00001119 29372021.00000000   0.00004723
  85.00  -0.00002020 29369769.00000000   0.00004044
  95.00  -0.00003559 29368656.00000000   0.00003628
 105.00  -0.00001389 29372667.00000000   0.00003630
 115.00  -0.00007047 29368343.00000000   0.00003488
 125.00  -0.00007195 29367931.00000000   0.00003540
 135.00   0.00002279 29367854.00000000   0.00003960
 145.00  -0.00002923 29379768.00000000   0.00003539
 155.00  -0.00000662 29368279.00000000   0.00003226
 165.00  -0.00001842 29372249.00000000   0.00004241
 175.00  -0.00004030 29376729.00000000   0.00003731
