#   dely     C(y)    Ny
 0.0500  0.000155382      2841174
 0.1500 -0.000165735      2750670
 0.2500  0.000050106      2594360
 0.3500 -0.000017921      2390079
 0.4500 -0.000190502      2161839
 0.5500  0.000064876      1929437
 0.6500 -0.000059195      1692060
 0.7500 -0.000009194      1455428
 0.8500 -0.000168439      1216635
 0.9500 -0.000267692       985154
 1.0500 -0.000154923       759388
 1.1500  0.000096529       549246
 1.2500  0.000090972       361519
 1.3500  0.000287222       208980
 1.4500  0.000125989       100220
 1.5500 -0.000474924        33070
 1.6500 -0.001823578         5239
 1.7500 -0.009279765           97
 1.8500         -nan            0
 1.9500         -nan            0
