#   delphi     C(delphi)    Nphi
 5.0000  0.000898027      1224075
15.0000  0.000457594      1224664
25.0000  0.000185624      1224216
35.0000 -0.000073051      1223838
45.0000  0.000380552      1222971
55.0000 -0.000183398      1225157
65.0000  0.000262878      1223684
75.0000 -0.000053411      1225570
85.0000 -0.000005976      1224724
95.0000  0.000099505      1223606
105.0000  0.000289242      1224183
115.0000  0.000084039      1223832
125.0000  0.000114690      1222588
135.0000 -0.000115136      1225678
145.0000  0.000139268      1224813
155.0000  0.000367261      1222498
165.0000  0.000259241      1222074
175.0000  0.000152519      1224208
