#   delphi     C(delphi)    Nphi
 5.0000  0.001103381     26576409
15.0000 -0.000157135     26581844
25.0000 -0.000056952     26580461
35.0000 -0.000149818     26574471
45.0000  0.000049756     26576843
55.0000 -0.000025950     26586646
65.0000  0.000045985     26566610
75.0000 -0.000211851     26565719
85.0000 -0.000173609     26584129
95.0000 -0.000064055     26582819
105.0000 -0.000057970     26567102
115.0000  0.000115217     26586245
125.0000  0.000049223     26579112
135.0000 -0.000023129     26573083
145.0000 -0.000071682     26575815
155.0000 -0.000170285     26577198
165.0000 -0.000024370     26578569
175.0000 -0.000015860     26575045
