#   dely     C(y)    Ny
 0.0500  0.000510276     54311395
 0.1500 -0.000042755     51654231
 0.2500 -0.000154162     48504527
 0.3500 -0.000048827     45297500
 0.4500  0.000068444     41957564
 0.5500  0.000126976     38558992
 0.6500 -0.000011133     35117853
 0.7500 -0.000123812     31630193
 0.8500  0.000061711     28121012
 0.9500  0.000016398     24627624
 1.0500  0.000038519     21143179
 1.1500 -0.000004556     17707863
 1.2500 -0.000016287     14332443
 1.3500  0.000193769     11004019
 1.4500 -0.000110186      7778745
 1.5500 -0.000088969      4652189
 1.6500  0.000187447      1806968
 1.7500  0.000357616       188165
 1.8500         -nan            0
 1.9500         -nan            0
