#   dely     C(y)    Ny
 0.0500  0.000554648     54320869
 0.1500 -0.000068270     51653007
 0.2500 -0.000016922     48524442
 0.3500 -0.000053605     45295119
 0.4500  0.000045657     41967460
 0.5500 -0.000033962     38565740
 0.6500 -0.000047224     35113384
 0.7500 -0.000000873     31633050
 0.8500  0.000048015     28136548
 0.9500 -0.000101470     24629300
 1.0500 -0.000021796     21149740
 1.1500  0.000147869     17704444
 1.2500 -0.000190087     14327239
 1.3500  0.000006627     10999815
 1.4500  0.000045192      7777259
 1.5500  0.000231768      4654693
 1.6500 -0.000089450      1808202
 1.7500  0.000815886       188507
 1.8500         -nan            0
 1.9500         -nan            0
