#   dely     C(y)    Ny
 0.0500  0.000277421     54313238
 0.1500  0.000019169     51656699
 0.2500 -0.000085799     48527293
 0.3500  0.000036433     45287768
 0.4500 -0.000036232     41948154
 0.5500  0.000146322     38557064
 0.6500 -0.000087365     35114488
 0.7500 -0.000043191     31625166
 0.8500 -0.000140836     28122147
 0.9500  0.000025684     24622282
 1.0500 -0.000109061     21147555
 1.1500 -0.000058416     17708235
 1.2500  0.000084939     14323630
 1.3500  0.000029007     11011703
 1.4500 -0.000112290      7781294
 1.5500  0.000071265      4651481
 1.6500 -0.000020503      1807299
 1.7500  0.000480913       187510
 1.8500         -nan            0
 1.9500         -nan            0
