#   dely     C(y)    Ny
 0.0500  0.000646503     54317679
 0.1500 -0.000002183     51665426
 0.2500 -0.000105887     48514657
 0.3500 -0.000167283     45287907
 0.4500 -0.000096483     41962043
 0.5500  0.000030818     38566436
 0.6500  0.000056900     35098845
 0.7500 -0.000007655     31619387
 0.8500  0.000039610     28125509
 0.9500 -0.000075782     24622543
 1.0500  0.000024820     21140129
 1.1500  0.000069316     17711228
 1.2500  0.000048363     14322512
 1.3500 -0.000137696     11010555
 1.4500 -0.000095309      7774556
 1.5500  0.000000383      4648817
 1.6500  0.000291603      1806308
 1.7500 -0.000062517       188018
 1.8500         -nan            0
 1.9500         -nan            0
