#   dely     C(y)    Ny
 0.0500  0.000568027     54313432
 0.1500 -0.000124700     51666566
 0.2500 -0.000030480     48521215
 0.3500 -0.000105993     45289603
 0.4500 -0.000018150     41951655
 0.5500 -0.000021446     38560833
 0.6500 -0.000067109     35110092
 0.7500  0.000051342     31620589
 0.8500 -0.000039573     28124677
 0.9500 -0.000098833     24633416
 1.0500 -0.000172085     21139159
 1.1500 -0.000228068     17709902
 1.2500 -0.000020143     14317813
 1.3500 -0.000131159     11008432
 1.4500  0.000010654      7777067
 1.5500  0.000158834      4647970
 1.6500  0.000337337      1808195
 1.7500 -0.000031664       187504
 1.8500         -nan            0
 1.9500         -nan            0
