#   dely     C(y)    Ny
 0.0500  0.000444256     54306547
 0.1500 -0.000126417     51644399
 0.2500 -0.000101910     48520473
 0.3500 -0.000130437     45275887
 0.4500 -0.000089250     41950767
 0.5500 -0.000031339     38556127
 0.6500  0.000028667     35120741
 0.7500 -0.000085918     31630205
 0.8500 -0.000043165     28121515
 0.9500  0.000071742     24624501
 1.0500 -0.000021581     21144859
 1.1500 -0.000008204     17703285
 1.2500  0.000019933     14319740
 1.3500 -0.000129690     11001757
 1.4500 -0.000323837      7774497
 1.5500 -0.000178235      4651038
 1.6500  0.000018736      1802937
 1.7500 -0.000573957       187876
 1.8500         -nan            0
 1.9500         -nan            0
