#   dely     C(y)    Ny
 0.0500  0.000600092     54322326
 0.1500 -0.000016213     51656228
 0.2500 -0.000020838     48531094
 0.3500 -0.000029112     45293382
 0.4500  0.000071901     41964684
 0.5500  0.000002397     38550878
 0.6500 -0.000031551     35116313
 0.7500  0.000018863     31624810
 0.8500 -0.000157189     28126324
 0.9500  0.000046927     24628648
 1.0500  0.000062669     21147908
 1.1500  0.000067306     17703558
 1.2500  0.000125262     14325021
 1.3500  0.000113923     11005295
 1.4500  0.000059069      7775259
 1.5500  0.000096743      4650682
 1.6500  0.000179238      1807120
 1.7500  0.000603155       187948
 1.8500         -nan            0
 1.9500         -nan            0
