#   delphi     C(delphi)    Nphi
 5.0000  0.001040860     26572293
15.0000 -0.000116313     26559150
25.0000 -0.000084267     26569485
35.0000  0.000143012     26575889
45.0000  0.000163921     26565561
55.0000  0.000003636     26574425
65.0000  0.000034085     26580851
75.0000 -0.000072281     26584644
85.0000  0.000012665     26584109
95.0000 -0.000083154     26581710
105.0000  0.000063766     26583723
115.0000  0.000049453     26581968
125.0000 -0.000134342     26576463
135.0000 -0.000050572     26576657
145.0000  0.000001807     26582764
155.0000 -0.000061501     26579294
165.0000 -0.000002765     26582324
175.0000 -0.000035527     26583152
