#   dely     C(y)    Ny
 0.0500  0.000558725     54306553
 0.1500 -0.000062584     51662406
 0.2500 -0.000149635     48516788
 0.3500 -0.000030182     45276937
 0.4500 -0.000081651     41952526
 0.5500  0.000055009     38566685
 0.6500 -0.000069665     35114624
 0.7500  0.000152651     31625602
 0.8500  0.000038212     28118927
 0.9500 -0.000004027     24627591
 1.0500  0.000006956     21143717
 1.1500  0.000070903     17702906
 1.2500 -0.000149560     14322434
 1.3500  0.000117798     11004749
 1.4500  0.000062788      7778731
 1.5500 -0.000030333      4651381
 1.6500 -0.000224621      1808115
 1.7500 -0.000395021       188000
 1.8500         -nan            0
 1.9500         -nan            0
