#   dely     C(y)    Ny
 0.0500  0.000471395     54310947
 0.1500  0.000041735     51654941
 0.2500 -0.000074491     48532088
 0.3500 -0.000009185     45292931
 0.4500 -0.000021544     41954298
 0.5500  0.000048962     38555354
 0.6500  0.000083761     35100018
 0.7500 -0.000011680     31627458
 0.8500  0.000006956     28133002
 0.9500  0.000019936     24624402
 1.0500 -0.000046440     21146857
 1.1500 -0.000106233     17706231
 1.2500  0.000121507     14326545
 1.3500  0.000007974     11008640
 1.4500  0.000006407      7780188
 1.5500  0.000096116      4650470
 1.6500 -0.000100378      1806614
 1.7500 -0.000890264       187596
 1.8500         -nan            0
 1.9500         -nan            0
