#   delphi     C(delphi)    Nphi
 5.0000  0.001100973     26579251
15.0000  0.000031403     26582984
25.0000  0.000114526     26576342
35.0000 -0.000063329     26574969
45.0000 -0.000083206     26576075
55.0000 -0.000027459     26574736
65.0000 -0.000084915     26578456
75.0000 -0.000026375     26569158
85.0000 -0.000093920     26579887
95.0000  0.000115921     26575896
105.0000  0.000063313     26576115
115.0000  0.000133785     26579911
125.0000  0.000071314     26568761
135.0000 -0.000062917     26580363
145.0000  0.000014976     26574222
155.0000  0.000047075     26578749
165.0000 -0.000089993     26575217
175.0000  0.000069344     26566932
