#   delphi     C(delphi)    Nphi
 5.0000  0.001189549     26576035
15.0000 -0.000211198     26580493
25.0000 -0.000082069     26588153
35.0000 -0.000165906     26581196
45.0000  0.000097003     26577664
55.0000 -0.000120876     26581538
65.0000 -0.000016392     26576935
75.0000  0.000088590     26577220
85.0000  0.000036019     26587946
95.0000  0.000092037     26569008
105.0000  0.000003884     26581814
115.0000  0.000013019     26581759
125.0000  0.000075505     26571863
135.0000  0.000067307     26573736
145.0000 -0.000096466     26568109
155.0000  0.000157837     26572822
165.0000 -0.000113173     26581458
175.0000  0.000063353     26576803
