#   delphi     C(delphi)    Nphi
 5.0000  0.001312492     26585462
15.0000  0.000094022     26583923
25.0000  0.000083618     26572698
35.0000 -0.000025773     26577694
45.0000 -0.000170495     26582538
55.0000 -0.000016482     26581828
65.0000  0.000132813     26578418
75.0000 -0.000004172     26581422
85.0000 -0.000061582     26583814
95.0000  0.000144500     26581756
105.0000 -0.000035474     26576864
115.0000 -0.000056549     26575948
125.0000 -0.000149477     26589556
135.0000  0.000084965     26584100
145.0000 -0.000051812     26584133
155.0000 -0.000068789     26573524
165.0000 -0.000055662     26569376
175.0000 -0.000133522     26583433
