#   dely     C(y)    Ny
 0.0500  0.000644014     54314267
 0.1500 -0.000103567     51664102
 0.2500 -0.000132941     48517165
 0.3500 -0.000047346     45277939
 0.4500 -0.000071068     41964409
 0.5500 -0.000017845     38553343
 0.6500  0.000089230     35111585
 0.7500 -0.000001280     31628479
 0.8500 -0.000030407     28123843
 0.9500 -0.000042666     24626408
 1.0500 -0.000003744     21154203
 1.1500  0.000025001     17712634
 1.2500  0.000081635     14321030
 1.3500 -0.000108191     11001708
 1.4500 -0.000240940      7776109
 1.5500  0.000198484      4652787
 1.6500 -0.000340542      1805086
 1.7500 -0.000065420       188240
 1.8500         -nan            0
 1.9500         -nan            0
