#   delphi     C(delphi)    Nphi
 5.0000  0.001095002     26580244
15.0000 -0.000052658     26578643
25.0000 -0.000077164     26578524
35.0000 -0.000054487     26583116
45.0000 -0.000009071     26575356
55.0000  0.000033504     26577800
65.0000 -0.000060676     26581103
75.0000  0.000006150     26578153
85.0000  0.000076910     26582111
95.0000  0.000028529     26570629
105.0000  0.000050824     26580441
115.0000 -0.000010852     26581177
125.0000 -0.000061677     26575127
135.0000 -0.000009639     26571104
145.0000  0.000146353     26573658
155.0000 -0.000041591     26580388
165.0000 -0.000122341     26577648
175.0000  0.000081780     26573358
