#   delphi     C(delphi)    Nphi
 5.0000  0.000983603     26578841
15.0000 -0.000134092     26576788
25.0000 -0.000137877     26580149
35.0000 -0.000092275     26578967
45.0000 -0.000088293     26583414
55.0000  0.000100759     26574388
65.0000  0.000067983     26576061
75.0000  0.000041288     26590181
85.0000 -0.000135928     26577114
95.0000  0.000029834     26578870
105.0000 -0.000000211     26579516
115.0000  0.000062552     26578836
125.0000  0.000175278     26576241
135.0000 -0.000015467     26582187
145.0000 -0.000133594     26575049
155.0000  0.000001147     26581219
165.0000 -0.000125001     26575268
175.0000 -0.000059473     26571262
