#   delphi     C(delphi)    Nphi
 5.0000  0.001024211     26565703
15.0000 -0.000110607     26582367
25.0000 -0.000290585     26578714
35.0000 -0.000095724     26582564
45.0000 -0.000186126     26569273
55.0000 -0.000110614     26575701
65.0000  0.000100396     26569922
75.0000  0.000049855     26570932
85.0000 -0.000175137     26576938
95.0000 -0.000011273     26568416
105.0000  0.000084527     26578858
115.0000 -0.000047842     26569216
125.0000 -0.000025022     26575528
135.0000 -0.000042870     26577778
145.0000 -0.000012670     26572231
155.0000 -0.000208924     26577985
165.0000  0.000037404     26572590
175.0000 -0.000148904     26572435
