#   delphi     C(delphi)    Nphi
 5.0000  0.001214446     26575780
15.0000 -0.000009504     26576807
25.0000  0.000068930     26569864
35.0000 -0.000081047     26578022
45.0000 -0.000048025     26580872
55.0000 -0.000144250     26574432
65.0000 -0.000174290     26575949
75.0000 -0.000069415     26577345
85.0000  0.000111200     26579438
95.0000  0.000056512     26577976
105.0000 -0.000034550     26584997
115.0000  0.000060253     26571853
125.0000 -0.000082755     26581875
135.0000 -0.000031101     26583270
145.0000  0.000022488     26583262
155.0000 -0.000041217     26569850
165.0000 -0.000080727     26568276
175.0000  0.000058489     26572687
